"probe_id","Symbol","logFC","pvalue","adj_pval","dataset"
"8144230","8144230",-1.04942098666667,0.00138239170722274,0.0161965366054437,"GSE78851"
"8144239","8144239",-0.287429152666667,0.353629598342199,0.470935181960556,"GSE78851"
"8144253","8144253",0.5283892094,0.0786803772707934,0.161886095889853,"GSE78851"
"8144267","8144267",0.462981169266667,0.0298518993044291,0.088593344539424,"GSE78851"
"8144279","8144279",0.6302451568,0.0635919637580363,0.140860615493804,"GSE78851"
"8144281","8144281",-0.192098272,0.158836869466075,0.262056325558128,"GSE78851"
"8144315","8144315",0.0415440679333335,0.850308157810517,0.894785529191216,"GSE78851"
"8144317","8144317",0.451037155333333,0.0209183203984188,0.0721305305877686,"GSE78851"
"8144322","8144322",0.496837158333333,0.0324993990613136,0.0932166072032849,"GSE78851"
"8144361","8144361",-0.1558287648,0.571632130689066,0.671622969389225,"GSE78851"
"8144378","8144378",-0.134240018466667,0.688955164890259,0.76941766557899,"GSE78851"
"8144388","8144388",0.867304102666667,0.0458614437696664,0.115128175668391,"GSE78851"
"8144392","8144392",-1.186725062,0.00296234146436801,0.0241600266829188,"GSE78851"
"8144395","8144395",0.827596248066667,0.0855922325607042,0.171582679105268,"GSE78851"
"8144397","8144397",0.8167252452,0.144911844389328,0.245381740433225,"GSE78851"
"8144399","8144399",0.339306455733333,0.211666640035913,0.322102378957186,"GSE78851"
"8144401","8144401",0.753767725266667,0.0509303386194889,0.122658542221242,"GSE78851"
"8144405","8144405",0.311224207266667,0.19857302678754,0.307769158256147,"GSE78851"
"8144410","8144410",1.32343190066667,0.00944768485918218,0.0463061058913596,"GSE78851"
"8144412","8144412",1.4171654534,0.00785290060290078,0.0418275622703215,"GSE78851"
"8144414","8144414",1.41797483126667,0.00792337275140775,0.0419673848190037,"GSE78851"
"8144416","8144416",1.3898732334,0.00837659438685423,0.0432059859485608,"GSE78851"
"8144418","8144418",1.388610266,0.00840965692191337,0.0433068829252082,"GSE78851"
"8144420","8144420",1.38081582466667,0.00963096152026516,0.0467209255803285,"GSE78851"
"8144422","8144422",0.943443915933334,0.0618586653777776,0.138198251879822,"GSE78851"
"8144424","8144424",0.933094550533334,0.0317889859655,0.0919264720640019,"GSE78851"
"8144428","8144428",0.815149325333333,0.041384766067315,0.107876913011044,"GSE78851"
"8144432","8144432",0.8150110794,0.0416710639190819,0.108406589286583,"GSE78851"
"8144436","8144436",0.812748244600001,0.0416229200193357,0.108341184567505,"GSE78851"
"8144440","8144440",0.9344021472,0.032044287412571,0.0924484991034349,"GSE78851"
"8144444","8144444",0.827086669066667,0.0391908292199898,0.104257284256532,"GSE78851"
"8144448","8144448",0.811129686000001,0.0369885698903703,0.100776049845706,"GSE78851"
"8144452","8144452",0.0145864791333334,0.885949828412481,0.921510598198161,"GSE78851"
"8144457","8144457",0.321461549333333,0.329193908441799,0.446781953965789,"GSE78851"
"8144460","8144460",0.532945914,0.0384395688389739,0.103143663340658,"GSE78851"
"8144473","8144473",0.613346281933333,0.0316508647822782,0.0917508926784373,"GSE78851"
"8144481","8144481",-0.273677252666667,0.340983950629698,0.458904498985996,"GSE78851"
"8144488","8144488",1.3314027178,0.0113944240989884,0.0512057330812104,"GSE78851"
"8144490","8144490",1.37274285866667,0.0087748916919875,0.0444191387438168,"GSE78851"
"8144492","8144492",1.37219018726667,0.00875270689895974,0.0443379356845181,"GSE78851"
"8144494","8144494",1.3845767726,0.00947872158113863,0.0463720070032013,"GSE78851"
"8144496","8144496",0.942530489666667,0.0636031627196209,0.140874612901085,"GSE78851"
"8144498","8144498",-0.407981449933333,0.175561344296411,0.282025510460915,"GSE78851"
"8144503","8144503",0.452361241666667,0.110193464694601,0.20320505476004,"GSE78851"
"8144505","8144505",0.5245214092,0.00284754551141286,0.023595232884322,"GSE78851"
"8144512","8144512",-0.0796387647333333,0.462165699864463,0.57497356558445,"GSE78851"
"8144514","8144514",0.312586939533333,0.0603106452844071,0.135970950309688,"GSE78851"
"8144516","8144516",-0.392681161333334,0.211323887555129,0.321801313948149,"GSE78851"
"8144526","8144526",0.697398412666667,0.00820807074583929,0.0427491961684349,"GSE78851"
"8144528","8144528",-0.725012891733334,0.0317275274254727,0.0918421727911331,"GSE78851"
"8144557","8144557",-0.575031913333333,0.0104911435811607,0.0488576906024406,"GSE78851"
"8144569","8144569",0.404392428066667,0.137343189193222,0.236615177467275,"GSE78851"
"8144571","8144571",0.275069775666667,0.0743127522716191,0.155752493489863,"GSE78851"
"8144577","8144577",0.580261231066667,0.0262176839700493,0.0821048460778289,"GSE78851"
"8144582","8144582",0.206543829466667,0.114295693860405,0.208449366230466,"GSE78851"
"8144584","8144584",-1.05264122533333,9.34979693501967e-05,0.00401043915339142,"GSE78851"
"8144586","8144586",-0.2304470706,0.150264840718401,0.252008590274465,"GSE78851"
"8144600","8144600",0.353423272466667,0.101215181576984,0.191932545779423,"GSE78851"
"8144604","8144604",0.497021524866667,0.0357822553926989,0.0986814989426657,"GSE78851"
"8144619","8144619",0.914306652666667,0.00109135279643699,0.0142048078811269,"GSE78851"
