"probe_id","symbol","log2FC","CI.L","CI.R","pvalue","adj_pval","dataset"
"206171_at","ADORA3",0.740915510500001,0.127187699361632,1.35464332163837,0.0212676347030935,0.0568012346578126,"GSE25628"
"206172_at","IL13RA2",0.191259730791667,-1.05502944849728,1.43754891008061,0.747749618147832,0.809408077914443,"GSE25628"
"206173_x_at","GABPB1",-0.653202327291666,-1.19017716104515,-0.116227493538183,0.0204572624889586,0.055226179891727,"GSE25628"
"206174_s_at","PPP6C",0.153522016166667,-0.140400654943714,0.447444687277048,0.282598568966422,0.385774147978735,"GSE25628"
"206175_x_at","ZNF222",-0.682161827458334,-1.19519134033086,-0.169132314585808,0.012636331506123,0.0389134029529861,"GSE25628"
"206176_at","BMP6",1.73630765166667,0.88982260360008,2.58279269973325,0.000564308958518952,0.00497078318265192,"GSE25628"
"206177_s_at","ARG1",0.334428737,0.0817274495855742,0.587130024414426,0.0129796265908523,0.0396941674766979,"GSE25628"
"206178_at","PLA2G5",1.331618316875,0.343836843087202,2.3193997906628,0.01167674869306,0.0367664919625863,"GSE25628"
"206179_s_at","TPPP",0.209526322041667,-0.182713037041782,0.601765681125117,0.272246418862056,0.37507532773141,"GSE25628"
"206180_x_at","ZNF747",0.742782510125001,0.315553683320756,1.17001133692925,0.00215365613942145,0.0114367098493187,"GSE25628"
"206181_at","SLAMF1",0.157752503125001,-0.407421649303436,0.722926655553438,0.560210820366339,0.650323126617864,"GSE25628"
"206182_at","ZNF134",0.191185464208334,-0.0767320712635507,0.459102999680219,0.148786219823831,0.23828821302491,"GSE25628"
"206183_s_at","HERC3 /// LOC101929134",-0.092414819916667,-0.349649162624204,0.164819522790871,0.455121349218559,0.556165179330504,"GSE25628"
"206184_at","CRKL",-0.0500138947083328,-0.433794740323968,0.333766950907302,0.784666593543307,0.839075646426658,"GSE25628"
"206185_at","CRYBB1",0.533467326500001,0.209809437641923,0.857125215358079,0.00318598366772138,0.014838330386335,"GSE25628"
"206186_at","MPP3",0.190948450791667,-0.0961210935241875,0.478017995107521,0.176364181834765,0.270788123146534,"GSE25628"
"206187_at","PTGIR",0.923833694541668,0.378223526341065,1.46944386274227,0.00262154108486012,0.0130822059958609,"GSE25628"
"206188_at","ZNF623",-0.212532236625,-0.777839994185567,0.352775520935567,0.434862369534586,0.53664020641048,"GSE25628"
"206189_at","UNC5C",0.308327696791667,-0.113071047181514,0.729726440764848,0.139466982169981,0.227162825312618,"GSE25628"
"206190_at","GPR17",0.491896375375,0.218040183303913,0.765752567446088,0.00167921446739283,0.00973149341574146,"GSE25628"
"206191_at","ENTPD3",-0.331724031249999,-1.27651398664242,0.613065924142425,0.465226614915226,0.56522040941851,"GSE25628"
"206192_at","CDSN",0.226610987833333,-0.0917217744053573,0.544943750072024,0.149704905574787,0.239276537277237,"GSE25628"
"206193_s_at","CDSN",0.0153275782916668,-0.235765640752369,0.266420797335702,0.89805254524498,0.926071219294655,"GSE25628"
"206194_at","HOXC4",1.046813129875,-0.0233662561039436,2.11699251585394,0.0545682695308369,0.113164898560646,"GSE25628"
"206195_x_at","GH2",0.144280367750001,-0.142423841075694,0.430984576575695,0.299871647976472,0.403758269240341,"GSE25628"
"206196_s_at","RUNDC3A",0.227439798208334,-0.13154181707237,0.586421413489037,0.196530087138381,0.293753405205429,"GSE25628"
"206197_at","NME5",-1.74489062045833,-2.57845330350079,-0.911327937415875,0.000472480884361297,0.00439996271181343,"GSE25628"
"206198_s_at","CEACAM7",-0.0735876615833332,-0.384013857652191,0.236838534485525,0.620213543736281,0.702271887456193,"GSE25628"
"206199_at","CEACAM7",-2.06712859329167,-4.46325788906033,0.329000702476998,0.0857225976936811,0.158187732672476,"GSE25628"
"206200_s_at","ANXA11",0.322929346250002,-0.151697706565123,0.797556399065127,0.167274216059154,0.260148541688758,"GSE25628"
"206201_s_at","MEOX2",2.703829437375,1.36926304134488,4.03839583340512,0.000627841141509957,0.00528187957304279,"GSE25628"
"206202_at","MEOX2",0.0848638208333336,-0.155615548492151,0.325343190158818,0.463002062405178,0.563438050049172,"GSE25628"
"206203_at","RCVRN",0.859434548458334,0.442355372314867,1.2765137246018,0.000542316555591683,0.00482282870615406,"GSE25628"
"206204_at","GRB14",-0.517361605875,-1.53549787209211,0.500774660342106,0.295356434858822,0.399154046308541,"GSE25628"
"206205_at","MPHOSPH9",-2.09020872829167,-3.00446868383305,-1.17594877275028,0.000211644771939825,0.00284024734006233,"GSE25628"
"206206_at","CD180",-0.0645087622916667,-0.402594917788971,0.273577393205638,0.689545808570107,0.761577192737544,"GSE25628"
"206207_at","CLC",-0.108154205791666,-1.15810320749819,0.941794795914856,0.828919625661914,0.874122721934696,"GSE25628"
"206208_at","CA4",0.269531581041667,-0.22794480110306,0.767007963186393,0.265748979502671,0.368338176252674,"GSE25628"
"206209_s_at","CA4",0.20637194575,-0.837451803730221,1.25019569523022,0.678993751288258,0.7521229077345,"GSE25628"
"206210_s_at","CETP",0.269279147708334,-0.197888988353945,0.736447283770613,0.23771113993614,0.338651343886768,"GSE25628"
"206211_at","SELE",1.58330810783333,-0.0498138396455226,3.21643005531219,0.05648621999778,0.116147639181331,"GSE25628"
"206212_at","CPA2",0.283546759916667,-0.0710763701418669,0.638169889975201,0.108785427183476,0.188548429266808,"GSE25628"
"206213_at","WNT10B",0.214584581125001,-0.0743788546360972,0.503548016886098,0.134079632350394,0.220728049798236,"GSE25628"
"206214_at","PLA2G7",-2.09537833658333,-2.95989823432249,-1.23085843884418,0.000120860507359656,0.00205775176078702,"GSE25628"
"206215_at","OPCML",0.360921034041667,-0.0838872920506922,0.805729360134027,0.10408561636889,0.182490688664608,"GSE25628"
"206216_at","SRPK3",0.388199044,0.0716033809646353,0.704794707035365,0.0196344824836952,0.0535501183018216,"GSE25628"
"206217_at","EDA",0.438234568916667,0.11497022233628,0.761498915497055,0.0113036054072441,0.0359421092859231,"GSE25628"
"206218_at","MAGEB2",0.376098536291667,0.00989535687801113,0.742301715705322,0.0448366177571987,0.0976941836636458,"GSE25628"
"206219_s_at","VAV1",0.351166189250001,-0.200956557797791,0.903288936297792,0.194895741638191,0.292099650342742,"GSE25628"
"206220_s_at","RASA3",0.171100010458334,-0.0980591739314486,0.440259194848116,0.195124877071,0.292331628905089,"GSE25628"
"206221_at","RASA3",-0.111694160166667,-0.447981040679799,0.224592720346466,0.489260776248858,0.587276408801451,"GSE25628"
"206222_at","TNFRSF10C",0.238877066833334,-0.032782565708131,0.510536699374798,0.0804204993454596,0.151107242233367,"GSE25628"
"206223_at","LMTK2",0.0629836798333336,-0.237226395359733,0.363193755026401,0.660676007845433,0.7362989357533,"GSE25628"
"206224_at","CST1",0.240051235333333,-1.37700825352397,1.85711072419064,0.755697022875447,0.815909590393852,"GSE25628"
"206225_at","ZNF507",0.0441639832500004,-0.358016492281376,0.446344458781377,0.817834291236689,0.865341241848567,"GSE25628"
"206226_at","HRG",0.12888959075,-0.160538428883908,0.418317610383909,0.357003897810965,0.460534821445067,"GSE25628"
"206227_at","CILP",-0.550392499125,-1.20334957869838,0.10256458044838,0.0924305184673486,0.167554289193354,"GSE25628"
"206228_at","PAX2",-2.100705078,-3.35461783917902,-0.846792316820976,0.00283297213895136,0.0137524777379428,"GSE25628"
"206229_x_at","PAX2",-0.785579435083333,-1.20514487844128,-0.366013991725387,0.00120963553787518,0.00793785584472223,"GSE25628"
"206230_at","LHX1",-0.102113845666666,-0.524785722113181,0.320558030779849,0.613593966381734,0.696546717747955,"GSE25628"
"206231_at","KCNN1",0.388007569041667,0.132120414201945,0.643894723881388,0.00564725159471793,0.0219936750594455,"GSE25628"
"206232_s_at","B4GALT6",-0.160182937375,-0.511425247941733,0.191059373191733,0.34588727402548,0.450077733847291,"GSE25628"
"206233_at","B4GALT6",-0.532998415583334,-1.13529999745901,0.0693031662923435,0.0786989154862927,0.148574215278656,"GSE25628"
"206234_s_at","MMP17",0.599352123750001,0.225471033544833,0.973233213955169,0.00387620995820262,0.0169347576463777,"GSE25628"
"206235_at","LIG4",0.0469247804166665,-0.343584024876342,0.437433585709674,0.80104234187677,0.851743335626861,"GSE25628"
"206236_at","GPR4",1.01630943808333,0.57649086243658,1.45612801373009,0.000191377548941518,0.00269610484555493,"GSE25628"
"206237_s_at","NRG1",0.442448796541667,0.147626976640091,0.737270616443243,0.0060420636224424,0.0229948730760307,"GSE25628"
"206238_s_at","YAF2",-0.382952741416666,-0.931730702146474,0.165825219313142,0.157338982038922,0.248091768323972,"GSE25628"
"206239_s_at","SPINK1",0.251005206583334,-0.967415031126455,1.46942544429312,0.666394322111511,0.741583625749874,"GSE25628"
"206240_s_at","ZNF136",-0.667866939791667,-1.30046800521256,-0.0352658743707748,0.0398945845365609,0.0895267109621203,"GSE25628"
"206241_at","KPNA5",-0.223846069,-0.591915054272193,0.144222916272193,0.214066026392674,0.3126228444965,"GSE25628"
"206242_at","TM4SF5",0.216612954875,-0.072001094422837,0.505227004172838,0.130282569808589,0.216090001312333,"GSE25628"
"206243_at","TIMP4",1.86087363825,0.846845603414762,2.87490167308524,0.00141969571314786,0.00874628357350522,"GSE25628"
"206244_at","CR1",0.319266660291667,0.0127017900247914,0.625831530558543,0.0422900041443429,0.0934802959241443,"GSE25628"
"206245_s_at","IVNS1ABP",-2.23997425991667,-3.00694700736837,-1.47300151246497,1.75520370240338e-05,0.000832016237434012,"GSE25628"
"206246_at","PFKFB4",0.171265143916667,-0.04729470660945,0.389824994442785,0.115417513905758,0.197319169586125,"GSE25628"
"206247_at","MICB",-0.31788315075,-1.05243247085799,0.416666169357986,0.370345992839371,0.473632107611382,"GSE25628"
"206248_at","PRKCE",0.137139759291667,-0.154334726232756,0.42861424481609,0.331287255832662,0.435506089825576,"GSE25628"
"206249_at","MAP3K13",-0.750136503791667,-1.17376372957375,-0.32650927800958,0.00187419455368884,0.0104216102579923,"GSE25628"
"206250_x_at","AVPR1A",0.247913630583334,-0.0406937332827843,0.536520994449453,0.0869423081897197,0.159789934786106,"GSE25628"
"206251_s_at","AVPR1A",0.0524328399583331,-0.228499118158456,0.333364798075122,0.695948781893896,0.76701385317619,"GSE25628"
"206252_s_at","AVPR1A",0.436662658666667,-0.0316906656450974,0.905015982978432,0.0654293165535684,0.129542100349065,"GSE25628"
"206253_at","DLG2",-0.344486671541667,-0.883473305832521,0.194499962749188,0.192846087261965,0.289685251917383,"GSE25628"
"206254_at","EGF",0.14162281175,-0.0883340413360738,0.371579664836074,0.20862146385998,0.306804076680112,"GSE25628"
"206255_at","BLK",0.436668272958334,0.0963255709872786,0.777010974929389,0.0154239266894028,0.0447977594341365,"GSE25628"
"206256_at","CPN1",0.0953438140833337,-0.25543390635476,0.446121534521428,0.570418618097929,0.659464194061319,"GSE25628"
"206257_at","CCDC9",0.331770116083334,-0.00822953977071222,0.671769771937381,0.0550867506573304,0.113943133184155,"GSE25628"
"206258_at","ST8SIA5",0.476501542083333,0.133837488947202,0.819165595219465,0.00972674733488457,0.0321869801513998,"GSE25628"
"206259_at","PROC",0.0677325596250006,-0.225688334340132,0.361153453590133,0.629337049445445,0.710004124911181,"GSE25628"
"206260_at","TGM4",0.127647484875,-0.168659513619854,0.423954483369854,0.372462692517324,0.475656466476062,"GSE25628"
"206261_at","ZNF239",-0.267435721083332,-0.709021463998371,0.174150021831706,0.215884064081018,0.3146796633863,"GSE25628"
"206262_at","ADH1C",0.790353021208335,0.110182299548499,1.47052374286817,0.0257162386226691,0.065203806942545,"GSE25628"
"206263_at","FMO4",-0.0743043039166661,-0.417413724590062,0.268805116756729,0.65052653871979,0.727937497642192,"GSE25628"
"206264_at","GPLD1",0.152462163541667,-0.196351576611678,0.501275903695013,0.365712229536384,0.469025408024296,"GSE25628"
"206265_s_at","GPLD1",0.234027909208334,-0.0522939653859478,0.520349783802616,0.101790349798442,0.17973871452599,"GSE25628"
"206266_at","GPLD1",0.400861331458333,0.0449280610588722,0.756794601857795,0.0298476468870257,0.0724309400547136,"GSE25628"
"206267_s_at","MATK",0.100719508458334,-0.320463126042658,0.521902142959325,0.61717297137181,0.699646953501085,"GSE25628"
"206268_at","LEFTY1",-0.868491812249999,-2.34040124506229,0.603417620562296,0.227317745558156,0.327171302351663,"GSE25628"
"206269_at","GCM1",-0.0456213920416666,-0.338822634047129,0.247579849963796,0.744375856111069,0.807128787860125,"GSE25628"
"206270_at","PRKCG",0.363512053625,-0.00123186351145455,0.728255970761455,0.0506827321041067,0.107111206060448,"GSE25628"
"206271_at","TLR3",-1.054127724625,-1.602682440893,-0.505573008357002,0.000979261234709247,0.00693640779828868,"GSE25628"
"206272_at","RAB4A /// SPHAR",-0.614778028458333,-1.3401100786776,0.110554021760937,0.0908093845984385,0.165315082185128,"GSE25628"
"206273_at","SLMO1",0.356979071291667,0.0283456397830667,0.685612502800267,0.0352074840722556,0.0817337560105916,"GSE25628"
"206274_s_at","CROCC",0.518086750041667,0.0127386448555322,1.0234348552278,0.0451670719301832,0.0982028949237449,"GSE25628"
"206275_s_at","MICAL2",0.523755194500001,0.280431166658404,0.767079222341597,0.000368548858494759,0.0038383183359924,"GSE25628"
"206276_at","LY6D",-1.05074560825,-2.40080181185748,0.299310595357482,0.117699883830324,0.200275000923322,"GSE25628"
"206277_at","P2RY2",0.320211635875,-0.396460878694699,1.0368841504447,0.355456725899732,0.458987826900763,"GSE25628"
"206278_at","PTAFR",0.224909463625,-0.168700130111009,0.618519057361009,0.241617429184572,0.342769628093021,"GSE25628"
"206279_at","PRKY",-0.168928830958333,-0.425059140945206,0.0872014790285409,0.179822868833304,0.274603375993934,"GSE25628"
"206280_at","CDH18",0.132022069833334,-0.155255592877619,0.419299732544287,0.342295524539028,0.446447154575874,"GSE25628"
"206281_at","ADCYAP1",0.271166514583334,-0.0340287867252118,0.57636181589188,0.0776222539605948,0.147067901643217,"GSE25628"
"206282_at","NEUROD1",0.116474127583333,-0.100229791700945,0.333178046867612,0.269416584965329,0.372134998962838,"GSE25628"
"206283_s_at","TAL1",1.51339376783333,0.896908225805618,2.12987930986105,0.000106626443760526,0.00194220546823649,"GSE25628"
"206284_x_at","CLTB",1.19640995654167,0.723738959172049,1.66908095391129,7.86182032718241e-05,0.00165224312668531,"GSE25628"
"206285_at","NPHP1",-0.0594347964166665,-0.317844615064075,0.198975022230742,0.630568105573029,0.711104874346986,"GSE25628"
"206286_s_at","TDGF1 /// TDGF1P3",0.313903431125,-0.912557643026815,1.54036450527681,0.592888360408845,0.678888409397474,"GSE25628"
"206287_s_at","ITIH4",-0.0191832581666668,-0.306766091706386,0.268399575373052,0.888662081170859,0.919409492023186,"GSE25628"
"206288_at","PGGT1B",-0.260704898416666,-0.594659241836748,0.0732494450034162,0.116679553518601,0.198933905842176,"GSE25628"
"206289_at","HOXA4",0.525089050250001,0.203798313958739,0.846379786541262,0.00338452961155887,0.0154589675551925,"GSE25628"
"206290_s_at","RGS7",-0.0914438100416662,-1.70247552979169,1.51958790970836,0.905165708896833,0.930754796646203,"GSE25628"
"206291_at","NTS",0.68658625925,0.317460424734162,1.05571209376584,0.00127545793280293,0.00820237323559509,"GSE25628"
"206292_s_at","SULT2A1",0.156309572208333,-0.135215026662183,0.44783417107885,0.270529119261822,0.373278240309422,"GSE25628"
"206293_at","SULT2A1",0.0383062966666671,-0.203047900711556,0.27966049404489,0.739458969265406,0.803439860426545,"GSE25628"
"206294_at","HSD3B2",0.859529936458334,-0.409295264873866,2.12835513779053,0.169012990711345,0.262102498717482,"GSE25628"
"206295_at","IL18",-0.289830206041666,-1.20010477448614,0.620444362402804,0.507123524483366,0.602774023845691,"GSE25628"
"206296_x_at","MAP4K1",0.492368383625001,-0.0358723945156006,1.0206091617656,0.0654923798223993,0.129617425844313,"GSE25628"
"206297_at","CTRC",0.179061387791667,-0.0717760095027872,0.429898785086121,0.148650537383547,0.238133756744806,"GSE25628"
"206298_at","ARHGAP22",1.53806308954167,0.936205318423465,2.13992086065987,7.13826494465013e-05,0.00155901106050952,"GSE25628"
"206299_at","FAM155B",-0.583902999875,-1.5488468808502,0.381040881100198,0.216250779700604,0.315069890084392,"GSE25628"
"206300_s_at","PTHLH",0.658295325291667,0.120535316617309,1.19605533396603,0.0198031193056261,0.0539374115138077,"GSE25628"
"206301_at","TEC",-0.0545119635416667,-0.417732435165956,0.308708508082623,0.753109784154794,0.813762302285811,"GSE25628"
"206302_s_at","NUDT4 /// NUDT4P1 /// NUDT4P2",0.0727646616666674,-0.350985948666242,0.496515271999577,0.719075008593093,0.786656798764131,"GSE25628"
"206303_s_at","NUDT4 /// NUDT4P1 /// NUDT4P2",-0.0299849719166671,-0.337203819105005,0.277233875271671,0.837759207145002,0.881067031327033,"GSE25628"
"206304_at","MYBPH",0.0824766174166669,-0.205349493448692,0.370302728282026,0.549945987563098,0.641186306847916,"GSE25628"
"206305_s_at","C8A",0.319718165166667,-0.00701645415688329,0.646452784490217,0.0544900378729243,0.113065813496194,"GSE25628"
"206306_at","RYR3",-0.828025357458333,-2.30452732547683,0.648476610560164,0.250055306164801,0.351790012949279,"GSE25628"
"206307_s_at","FOXD1",0.767062722791668,0.262920892750895,1.27120455283244,0.00552138146289892,0.0216434655725848,"GSE25628"
"206308_at","TRDMT1",-0.585795128041666,-1.08453253752467,-0.0870577185586653,0.0243988635162936,0.0627952479405771,"GSE25628"
"206309_at","LECT1",0.0190896065833331,-0.278064805033407,0.316244018200073,0.892746413280062,0.922307278608725,"GSE25628"
"206310_at","SPINK2",0.76784313075,0.0700288416875533,1.46565741981245,0.0332205697731581,0.0784288504489871,"GSE25628"
"206311_s_at","PLA2G1B",0.795923057958334,-0.327573369030735,1.9194194849474,0.151542855279305,0.241367058203733,"GSE25628"
"206312_at","GUCY2C",0.181214453375,-0.122911499478829,0.48534040622883,0.223000487693281,0.322583237944365,"GSE25628"
"206313_at","HLA-DOA",0.281990219666667,-0.231287966349334,0.795268405682668,0.259390993537845,0.361899740905779,"GSE25628"
"206314_at","ZKSCAN7",-0.27343622425,-0.793639721113035,0.246767272613036,0.27967797113434,0.38258435142522,"GSE25628"
"206315_at","CRLF1",0.997776679625001,0.451880007095114,1.54367335215489,0.00146538319253088,0.00894365517260557,"GSE25628"
"206316_s_at","KNTC1",-1.096539138,-1.8712261211307,-0.321852154869305,0.00873724180906517,0.0297841676787368,"GSE25628"
"206317_s_at","ABCB8",0.334874204250001,0.0559186558572374,0.613829752642764,0.0218838259668218,0.0580709935750909,"GSE25628"
"206318_at","EPPIN /// EPPIN-WFDC6",-0.352205176916666,-0.685184501548518,-0.0192258522848152,0.0395715744437374,0.0889990877216697,"GSE25628"
"206319_s_at","EPPIN /// EPPIN-WFDC6",-1.67043150308333,-2.51205244752221,-0.82881055864446,0.000747974165317703,0.00586711988759946,"GSE25628"
"206320_s_at","SMAD9",-1.14224054270833,-1.97433569784221,-0.310145387574461,0.0105036858587212,0.0340349977999611,"GSE25628"
"206321_at","RFX1",0.127971701,-0.163576942210582,0.419520344210582,0.363743718468334,0.467119318401976,"GSE25628"
"206322_at","SYN3",0.521040433958334,0.196842208404954,0.845238659511713,0.00380766733860538,0.0167403602332962,"GSE25628"
"206323_x_at","OPHN1",0.634220608000001,0.284847189717068,0.983594026282934,0.00154626252003356,0.00926232202121919,"GSE25628"
"206324_s_at","DAPK2",0.160842619083334,-0.159740246822241,0.481425484988909,0.301278751203962,0.405362489615912,"GSE25628"
"206325_at","SERPINA6",0.0192904845000001,-0.995872925001742,1.03445389400174,0.968177853285579,0.977480083283156,"GSE25628"
"206326_at","GRP",1.31830272475,0.0851375423482945,2.55146790715171,0.0377845049179969,0.0860448908910581,"GSE25628"
"206327_s_at","CDH15",0.339025148708333,0.00398420112131559,0.674066096295351,0.0476632562324138,0.102331761670151,"GSE25628"
"206328_at","CDH15",0.318734676708334,0.0545170763799159,0.582952277036752,0.0213488073183605,0.0569364109217554,"GSE25628"
"206329_at","EXTL1",0.218396870416667,-0.0719774972603313,0.508771238093666,0.129530432570793,0.215066665154621,"GSE25628"
"206330_s_at","SHC3",0.788167497041666,0.172369970493322,1.40396502359001,0.0156297865331441,0.0452129274897873,"GSE25628"
"206331_at","CALCRL",-0.341219794333333,-1.1083102959646,0.425870707297935,0.357530230115711,0.460976565051791,"GSE25628"
"206332_s_at","IFI16",-0.837985259708333,-1.66649504471157,-0.00947547470509047,0.0477507537550098,0.102470238069584,"GSE25628"
"206333_at","MSI1",0.206628648291667,-0.152507286443477,0.565764583026811,0.238532715150226,0.339452746607997,"GSE25628"
"206334_at","LIPF",0.0459684970000004,-0.237156012448347,0.329093006448348,0.733719398978318,0.798722979429241,"GSE25628"
"206335_at","GALNS",0.302463128041668,-0.0533525506678327,0.658278806751168,0.089958708509487,0.164100936233116,"GSE25628"
"206336_at","CXCL6",-0.575613797083333,-2.26207290725057,1.1108453130839,0.477543968160539,0.576637875048939,"GSE25628"
"206337_at","CCR7",0.602953626333334,-0.0606908669715152,1.26659811963818,0.071811684410341,0.138916231853481,"GSE25628"
"206338_at","ELAVL3",0.195312809416666,-0.174224448925022,0.564850067758354,0.277139161424624,0.380021488308283,"GSE25628"
"206339_at","CARTPT",0.0837003230000006,-0.176871444932549,0.34427209093255,0.503427912168232,0.59918061651823,"GSE25628"
"206340_at","NR1H4",0.680252801833334,-0.298460977690184,1.65896658135685,0.158888876436728,0.250099593242869,"GSE25628"
"206341_at","IL2RA",-0.0331987417916662,-0.292906820090227,0.226509336506894,0.788668851596286,0.842202004075091,"GSE25628"
"206342_x_at","IDS",0.714720633791668,0.281157875329592,1.14828339225374,0.00318269492263785,0.014838330386335,"GSE25628"
"206343_s_at","NRG1",0.370106262958334,0.124155840534693,0.616056685381975,0.00593649071706173,0.0227346061034871,"GSE25628"
"206344_at","PON1",0.369336029625,0.0603328476649788,0.678339211585022,0.0223686260925284,0.0590409814529922,"GSE25628"
"206345_s_at","PON1",0.232678465875,-0.0186119734561916,0.483968905206192,0.0670942509384413,0.132060313496701,"GSE25628"
"206346_at","PRLR",-0.772289102958333,-1.49163833335795,-0.0529398725587166,0.0370859543991824,0.0849700510285494,"GSE25628"
"206347_at","PDK3",-0.0714803969583337,-0.462513171376018,0.31955237745935,0.70187082902892,0.772050980558822,"GSE25628"
"206348_s_at","PDK3",0.00255655758333364,-0.513190016429034,0.518303131595701,0.991696519886745,0.994106258089233,"GSE25628"
"206349_at","LGI1",0.144390865291667,-0.158954549479659,0.447736280062992,0.325858286698172,0.430146068545578,"GSE25628"
"206350_at","APCS",0.175796210458333,-0.0918951258817495,0.443487546798416,0.181584985541621,0.276649481802126,"GSE25628"
"206351_s_at","PEX10",0.700655393458334,0.30424484463536,1.09706594228131,0.00190068106286116,0.010524850121143,"GSE25628"
"206352_s_at","PEX10",0.505660291833334,0.0702187769488598,0.941101806717809,0.0257951895085188,0.0653312179417773,"GSE25628"
"206353_at","COX6A2",0.295587271416667,-0.258149551697589,0.849324094530923,0.272569450931458,0.375349549261302,"GSE25628"
"206354_at","SLCO1B3",-1.091385880375,-2.26353185213999,0.0807600913899877,0.0657476485279165,0.129984058063223,"GSE25628"
"206355_at","GNAL",0.603347166958333,0.0245416243824822,1.18215270953418,0.0421239052292359,0.0931976004571582,"GSE25628"
"206356_s_at","GNAL",0.519721702625,0.239047346942513,0.800396058307487,0.00132204864127775,0.00838351197886261,"GSE25628"
"206357_at","OPA3",0.0605850116666665,-0.532175196421412,0.653345219754745,0.830227022074205,0.875087171551789,"GSE25628"
"206358_at","PRM1",0.197016826166667,-0.164171519460976,0.558205171794311,0.262660652904353,0.365335913906708,"GSE25628"
"206359_at","SOCS3",1.45322420745833,0.453737124901332,2.45271129001534,0.0073980264015363,0.0264366111881656,"GSE25628"
"206360_s_at","SOCS3",0.3300379965,-0.0742157369413634,0.734291729941364,0.102152391141384,0.180149526397768,"GSE25628"
"206361_at","PTGDR2",0.513295084625001,0.194514708395504,0.832075460854498,0.00375812082555506,0.0166130789953088,"GSE25628"
"206362_x_at","MAP3K10",0.221570081208334,-0.102298796862275,0.545438959278943,0.165095529969073,0.257548472740304,"GSE25628"
"206363_at","MAF",1.60338823370833,0.961483785542419,2.24529268187425,8.9766071178327e-05,0.00177910922387864,"GSE25628"
"206364_at","KIF14",-1.34605524345833,-2.83694478202948,0.144834295112807,0.0734211494136181,0.141175262831622,"GSE25628"
"206365_at","XCL1",-0.13388759725,-0.573265412873522,0.305490218373521,0.52527458436202,0.618769071748333,"GSE25628"
"206366_x_at","XCL1",-0.45697596975,-1.79666504274438,0.882713103244385,0.477808970487293,0.576856190957372,"GSE25628"
"206367_at","REN",0.941811265916667,-0.315241326315869,2.1988638581492,0.130901866686506,0.216907236252253,"GSE25628"
"206368_at","CPLX2",0.302131511583334,0.0667139838446395,0.537549039322029,0.0154002444801197,0.0447348084865859,"GSE25628"
"206369_s_at","PIK3CG",0.1314515555,-0.150402077520114,0.413305188520114,0.335403776254087,0.439641817828943,"GSE25628"
"206370_at","PIK3CG",-0.00603288787499977,-0.271186531835071,0.259120756085071,0.961902650650416,0.972908301863306,"GSE25628"
"206371_at","FOLR3",0.330018179375001,0.0155818546860358,0.644454504063966,0.0409148324639211,0.0912331843747689,"GSE25628"
"206372_at","MYF6",0.265489791583334,-0.00152112293796325,0.53250070610463,0.0511566055149876,0.107877290899032,"GSE25628"
"206373_at","ZIC1",0.100842744,-0.352387525728171,0.554073013728171,0.64167611944621,0.720614684825224,"GSE25628"
"206374_at","DUSP8 /// LOC101927562",0.00789483400000091,-0.539754645008561,0.555544313008563,0.975855587348466,0.98300406598968,"GSE25628"
"206375_s_at","HSPB3",0.671382459208334,0.261360188245381,1.08140473017129,0.00333904671755033,0.0153179455780208,"GSE25628"
"206376_at","SLC6A15",0.281863130791667,0.0422267650034555,0.521499496579878,0.0242301529398236,0.062579116022739,"GSE25628"
"206377_at","FOXF2",0.797215339125001,-0.0786843225070325,1.67311500075703,0.0713602207902726,0.138282153666049,"GSE25628"
"206378_at","SCGB2A2",-1.85679548508333,-3.93337872170214,0.219787751535477,0.0759410825705593,0.144664161398692,"GSE25628"
"206379_at","EYA3",-0.10148972825,-0.35179148093042,0.14881202443042,0.400485886873798,0.502904916570942,"GSE25628"
"206380_s_at","CFP",1.303834665875,0.577117171838121,2.03055215991188,0.00169408265963457,0.00978420785471562,"GSE25628"
"206381_at","SCN2A",-0.0422259280416667,-0.523311419243834,0.438859563160501,0.853883579815449,0.894093945438346,"GSE25628"
"206382_s_at","BDNF",0.652944165625,0.0422612375307424,1.26362709371926,0.0377592316976632,0.0860015298425685,"GSE25628"
"206383_s_at","G3BP2",-0.927882059416666,-1.31707088198213,-0.538693236851199,0.000141867438669669,0.00225741495088873,"GSE25628"
"206384_at","CACNG3",0.198830449416667,-0.0862888977333628,0.483949796566696,0.157599821023407,0.24841514278203,"GSE25628"
"206385_s_at","ANK3",-2.57480809133333,-3.62699792380428,-1.52261825886238,0.000110012423588476,0.00197960158342527,"GSE25628"
"206386_at","SERPINA7",-0.00626876441666611,-0.335531943213908,0.322994414380575,0.968116896574117,0.977462840146012,"GSE25628"
"206387_at","CDX2",0.324054001833333,-0.0587178982888582,0.706825901955524,0.091149447420313,0.165744530257311,"GSE25628"
"206388_at","PDE3A",0.195425646375,-0.124945218668125,0.515796511418126,0.212759067820138,0.311183359846972,"GSE25628"
"206389_s_at","PDE3A",0.304898923666667,-0.00600239628137167,0.615800243614706,0.0540204146938159,0.112426455356328,"GSE25628"
"206390_x_at","PF4",0.807542732375001,0.0812498638332015,1.5338356009168,0.0316771185271329,0.0755617485200706,"GSE25628"
"206391_at","RARRES1",0.331646167333334,-1.54567524803434,2.20896758270101,0.711381277126998,0.780461410301645,"GSE25628"
